,INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
301,2021-05-01,CD,CL,CL,NC,2,2,5.0,10.0,,5.0,,,7
302,2021-05-01,CD,CD,CD,CC,3,3,6.0,36.0,36.0,30.0,30.0,0.0,1
303,2021-05-01,CD,CD,CL,NC,2,2,7.0,9.0,,2.0,,,2
304,2021-05-01,CD,CD,CD,CL,5,3+,5.0,27.0,27.0,22.0,22.0,0.0,1
305,2021-05-01,CD,CD,CD,TW,3,3,9.0,13.0,25.0,4.0,16.0,12.0,1
306,2021-05-01,CD,CD,CD,NC,2,2,21.0,28.0,,7.0,,,12
307,2021-05-01,CD,TW,CD,NC,2,2,13.0,19.0,,6.0,,,1
308,2021-05-01,CD,CD,CD,CD,4,3+,4.0,9.0,30.0,5.0,26.0,21.0,1
309,2021-05-01,CD,CD,CD,NC,2,2,3.0,34.0,,31.0,,,3
310,2021-05-01,CL,CL,NC,NC,1,1,14.0,,,,,,3
311,2021-05-01,CD,CD,CD,CD,4,3+,15.0,24.0,32.0,9.0,17.0,8.0,1
312,2021-05-01,CD,CD,CD,CD,3,3,6.0,22.0,34.0,16.0,28.0,12.0,2
313,2021-05-01,CD,CD,CD,NC,2,2,13.0,31.0,,18.0,,,15
314,2021-05-01,CD,CC,CL,CL,3,3,1.0,5.0,13.0,4.0,12.0,8.0,1
315,2021-05-01,CD,TW,CD,CD,3,3,8.0,15.0,32.0,7.0,24.0,17.0,1
316,2021-05-01,CD,CD,CC,CD,3,3,12.0,22.0,29.0,10.0,17.0,7.0,1
317,2021-05-01,CD,CD,CD,CD,3,3,10.0,32.0,36.0,22.0,26.0,4.0,2
318,2021-05-01,CD,CD,CD,CD,3,3,5.0,27.0,36.0,22.0,31.0,9.0,1
319,2021-05-01,CD,CC,CD,CD,3,3,14.0,15.0,40.0,1.0,26.0,25.0,1
320,2021-05-01,CD,CL,CL,NC,2,2,11.0,14.0,,3.0,,,5
321,2021-05-01,CD,CC,CL,CL,3,3,29.0,29.0,35.0,0.0,6.0,6.0,1
322,2021-05-01,CD,CD,CD,CD,3,3,5.0,31.0,32.0,26.0,27.0,1.0,1
323,2021-05-01,CD,CD,CD,NC,2,2,14.0,18.0,,4.0,,,12
324,2021-05-01,CD,CC,NC,NC,1,1,19.0,,,,,,15
325,2021-05-01,CD,CD,CL,NC,2,2,2.0,25.0,,23.0,,,1
326,2021-05-01,CD,CD,CD,CD,3,3,8.0,14.0,14.0,6.0,6.0,0.0,2
327,2021-05-01,CD,CL,CL,NC,2,2,8.0,12.0,,4.0,,,6
328,2021-05-01,TW,TW,CC,TW,3,3,12.0,17.0,17.0,5.0,5.0,0.0,1
329,2021-06-01,CD,CD,CD,CD,3,3,9.0,13.0,25.0,4.0,16.0,12.0,1
330,2021-05-01,CD,CD,CD,NC,2,2,24.0,35.0,,11.0,,,16
331,2021-05-01,CD,CD,CL,NC,2,2,10.0,12.0,,2.0,,,2
332,2021-05-01,TW,TW,NC,NC,1,1,26.0,,,,,,4
333,2021-05-01,CD,CD,CD,NC,2,2,3.0,7.0,,4.0,,,4
334,2021-05-01,CD,CD,CD,CD,8,3+,12.0,14.0,15.0,2.0,3.0,1.0,1
335,2021-05-01,CD,TW,CL,NC,2,2,17.0,25.0,,8.0,,,2
336,2021-05-01,CD,CD,CD,NC,2,2,27.0,31.0,,4.0,,,8
337,2021-05-01,CD,CD,CD,NC,2,2,12.0,30.0,,18.0,,,7
338,2021-05-01,CD,TW,CD,NC,2,2,32.0,34.0,,2.0,,,1
339,2021-05-01,CD,CD,TW,NC,2,2,19.0,29.0,,10.0,,,2
340,2021-05-01,CD,CD,CD,CD,4,3+,1.0,15.0,18.0,14.0,17.0,3.0,1
341,2021-05-01,CD,CD,CD,CC,3,3,20.0,29.0,29.0,9.0,9.0,0.0,1
342,2021-05-01,CD,CD,CD,NC,2,2,10.0,21.0,,11.0,,,13
343,2021-05-01,CD,CL,CC,NC,2,2,9.0,37.0,,28.0,,,1
344,2021-05-01,CD,CL,CD,NC,2,2,6.0,22.0,,16.0,,,2
345,2021-05-01,CD,CD,CD,NC,2,2,23.0,26.0,,3.0,,,5
346,2021-05-01,CD,CD,CD,NC,2,2,16.0,34.0,,18.0,,,10
347,2021-05-01,CD,CD,CD,CD,5,3+,14.0,19.0,23.0,5.0,9.0,4.0,1
348,2021-05-01,CL,CL,CL,CL,3,3,5.0,10.0,16.0,5.0,11.0,6.0,1
349,2021-05-01,CD,CC,CD,NC,2,2,11.0,11.0,,0.0,,,1
350,2021-05-01,CD,CD,CD,TW,6,3+,6.0,11.0,13.0,5.0,7.0,2.0,1
351,2021-05-01,CD,TW,CD,CD,4,3+,12.0,30.0,33.0,18.0,21.0,3.0,1
352,2021-05-01,CD,CD,CC,NC,2,2,17.0,17.0,,0.0,,,9
353,2021-05-01,CD,CD,CD,TW,3,3,11.0,33.0,40.0,22.0,29.0,7.0,1
354,2021-05-01,CD,CD,CD,NC,2,2,5.0,22.0,,17.0,,,4
355,2021-05-01,TW,CL,NC,NC,1,1,5.0,,,,,,3
356,2021-05-01,CD,CD,CL,NC,2,2,29.0,34.0,,5.0,,,1
357,2021-05-01,CD,CD,CD,CC,4,3+,7.0,14.0,37.0,7.0,30.0,23.0,1
358,2021-05-01,CD,CL,NC,NC,1,1,38.0,,,,,,25
359,2021-05-01,CD,CD,CL,CL,5,3+,5.0,18.0,25.0,13.0,20.0,7.0,1
360,2021-05-01,CD,CD,CD,NC,2,2,11.0,36.0,,25.0,,,13
361,2021-05-01,CD,CL,CD,CL,3,3,11.0,14.0,20.0,3.0,9.0,6.0,1
362,2021-05-01,CD,CD,CD,NC,2,2,13.0,27.0,,14.0,,,17
363,2021-05-01,CD,CD,CD,CD,5,3+,8.0,31.0,33.0,23.0,25.0,2.0,1
364,2021-05-01,CD,CD,CC,CD,4,3+,6.0,31.0,35.0,25.0,29.0,4.0,1
365,2021-05-01,CD,CL,CD,NC,2,2,6.0,16.0,,10.0,,,2
366,2021-05-01,CD,CD,CD,NC,2,2,7.0,36.0,,29.0,,,10
367,2021-05-01,CD,CD,CD,CD,4,3+,11.0,15.0,34.0,4.0,23.0,19.0,1
368,2021-05-01,CD,CD,CD,NC,2,2,22.0,34.0,,12.0,,,6
369,2021-05-01,CD,CD,CD,CD,5,3+,4.0,9.0,21.0,5.0,17.0,12.0,1
370,2021-05-01,CD,CD,CC,CD,3,3,23.0,24.0,30.0,1.0,7.0,6.0,1
371,2021-05-01,CD,CD,CD,CD,4,3+,4.0,6.0,8.0,2.0,4.0,2.0,1
372,2021-05-01,CD,CD,CD,CD,3,3,8.0,18.0,27.0,10.0,19.0,9.0,1
373,2021-05-01,CD,CD,CL,CD,3,3,4.0,6.0,32.0,2.0,28.0,26.0,1
374,2021-05-01,CD,CD,CD,CD,3,3,3.0,14.0,37.0,11.0,34.0,23.0,1
375,2021-05-01,CD,CD,CL,NC,2,2,6.0,18.0,,12.0,,,3
376,2021-05-01,CD,CD,CD,CD,3,3,10.0,20.0,41.0,10.0,31.0,21.0,1
377,2021-05-01,TW,CL,CL,CD,4,3+,16.0,21.0,36.0,5.0,20.0,15.0,1
378,2021-06-01,CD,CC,NC,NC,1,1,14.0,,,,,,16
379,2021-05-01,CC,CD,CD,CD,3,3,0.0,11.0,34.0,11.0,34.0,23.0,1
380,2021-05-01,CD,CD,CD,TW,8,3+,5.0,11.0,12.0,6.0,7.0,1.0,1
381,2021-05-01,CD,CL,CC,NC,2,2,19.0,19.0,,0.0,,,2
382,2021-06-01,CD,CD,CC,CD,3,3,12.0,26.0,32.0,14.0,20.0,6.0,1
383,2021-05-01,CD,CD,CD,NC,2,2,8.0,25.0,,17.0,,,11
384,2021-05-01,CD,CD,CD,NC,2,2,27.0,29.0,,2.0,,,2
385,2021-06-01,CD,CD,CD,NC,2,2,11.0,17.0,,6.0,,,13
386,2021-06-01,CD,CD,CD,NC,2,2,22.0,25.0,,3.0,,,6
387,2021-06-01,CD,CL,NC,NC,1,1,9.0,,,,,,90
388,2021-06-01,CD,CD,CC,NC,2,2,23.0,36.0,,13.0,,,1
389,2021-06-01,CD,CD,CD,CD,6,3+,7.0,7.0,15.0,0.0,8.0,8.0,1
390,2021-06-01,CD,CD,CD,CD,3,3,5.0,37.0,38.0,32.0,33.0,1.0,1
391,2021-06-01,CD,CC,NC,NC,1,1,7.0,,,,,,33
392,2021-06-01,CD,CD,CL,NC,2,2,0.0,11.0,,11.0,,,1
393,2021-06-01,CD,CD,CD,NC,2,2,8.0,23.0,,15.0,,,5
394,2021-06-01,CD,CD,CC,CD,3,3,8.0,8.0,34.0,0.0,26.0,26.0,1
395,2021-06-01,CD,CD,CD,NC,2,2,22.0,40.0,,18.0,,,4
396,2021-06-01,CD,CD,CD,NC,2,2,15.0,27.0,,12.0,,,11
397,2021-06-01,CD,CD,CD,CD,4,3+,5.0,10.0,10.0,5.0,5.0,0.0,2
398,2021-06-01,CD,CD,CD,NC,2,2,10.0,30.0,,20.0,,,14
399,2021-06-01,CD,CD,CD,HPL,4,3+,4.0,23.0,34.0,19.0,30.0,11.0,1
400,2021-06-01,CD,CC,CL,CL,3,3,0.0,2.0,6.0,2.0,6.0,4.0,1
401,2021-06-01,CD,CD,CL,NC,2,2,8.0,12.0,,4.0,,,2
402,2021-06-01,CD,CD,CD,NC,2,2,24.0,36.0,,12.0,,,13
403,2021-06-01,CD,CD,CD,NC,2,2,29.0,33.0,,4.0,,,5
404,2021-06-01,CD,CD,CD,CL,3,3,4.0,9.0,13.0,5.0,9.0,4.0,1
405,2021-06-01,CD,CD,CD,CD,3,3,3.0,6.0,8.0,3.0,5.0,2.0,1
406,2021-06-01,CD,CD,CD,NC,2,2,7.0,34.0,,27.0,,,16
407,2021-06-01,CD,CL,CD,NC,2,2,7.0,8.0,,1.0,,,4
408,2021-06-01,CD,CD,CD,NC,2,2,6.0,23.0,,17.0,,,10
409,2021-06-01,CD,CL,CL,NC,2,2,10.0,17.0,,7.0,,,4
410,2021-06-01,CD,CL,CL,NC,2,2,13.0,30.0,,17.0,,,1
411,2021-06-01,CD,CD,CD,NC,2,2,25.0,25.0,,0.0,,,1
412,2021-06-01,CD,CD,CD,NC,2,2,17.0,36.0,,19.0,,,7
413,2021-06-01,CD,CD,CD,NC,2,2,22.0,31.0,,9.0,,,10
414,2021-06-01,CD,CD,CD,CD,4,3+,10.0,15.0,20.0,5.0,10.0,5.0,1
415,2021-06-01,TW,CD,NC,NC,1,1,16.0,,,,,,12
416,2021-06-01,CD,CD,CD,CD,3,3,5.0,22.0,28.0,17.0,23.0,6.0,2
417,2021-06-01,CD,CD,CD,CL,3,3,5.0,17.0,28.0,12.0,23.0,11.0,1
418,2021-06-01,CD,CD,TW,CD,3,3,5.0,9.0,21.0,4.0,16.0,12.0,1
419,2021-06-01,CD,CD,CD,NC,2,2,5.0,29.0,,24.0,,,6
420,2021-06-01,CD,CD,CD,CD,3,3,7.0,13.0,38.0,6.0,31.0,25.0,3
421,2021-06-01,CD,CD,HPL,CD,3,3,6.0,31.0,31.0,25.0,25.0,0.0,1
422,2021-06-01,CD,CD,CD,NC,2,2,1.0,36.0,,35.0,,,4
423,2021-06-01,CD,CD,CD,CD,3,3,4.0,26.0,34.0,22.0,30.0,8.0,1
424,2021-06-01,CD,CD,CD,HPL,3,3,30.0,34.0,35.0,4.0,5.0,1.0,1
425,2021-06-01,CD,CD,CD,NC,2,2,17.0,39.0,,22.0,,,8
426,2021-06-01,CD,CL,NC,NC,1,1,0.0,,,,,,6
427,2021-06-01,CD,CD,CD,CD,4,3+,10.0,13.0,15.0,3.0,5.0,2.0,1
428,2021-06-01,CD,CD,CL,CL,4,3+,12.0,19.0,23.0,7.0,11.0,4.0,1
429,2021-06-01,CD,CL,CC,NC,2,2,37.0,38.0,,1.0,,,1
430,2021-06-01,CD,CD,CD,CD,5,3+,4.0,23.0,34.0,19.0,30.0,11.0,1
431,2021-06-01,CD,TW,CC,CL,4,3+,2.0,19.0,19.0,17.0,17.0,0.0,1
432,2021-06-01,CD,CL,CC,NC,2,2,22.0,22.0,,0.0,,,1
433,2021-06-01,CD,HPL,CD,NC,2,2,38.0,38.0,,0.0,,,6
434,2021-06-01,CD,CD,CD,NC,2,2,2.0,37.0,,35.0,,,1
435,2021-06-01,CD,CD,CD,NC,2,2,14.0,17.0,,3.0,,,7
436,2021-06-01,CD,CD,CD,NC,2,2,5.0,40.0,,35.0,,,7
437,2021-06-01,CD,CD,CD,CD,3,3,7.0,13.0,16.0,6.0,9.0,3.0,1
438,2021-06-01,CD,CD,CD,NC,2,2,4.0,6.0,,2.0,,,11
439,2021-06-01,CD,CL,CD,NC,2,2,7.0,26.0,,19.0,,,3
440,2021-06-01,CL,CL,NC,NC,1,1,12.0,,,,,,20
441,2021-06-01,CD,CD,CD,CD,8,3+,6.0,7.0,12.0,1.0,6.0,5.0,1
442,2021-06-01,CD,CD,CD,CD,3,3,22.0,30.0,38.0,8.0,16.0,8.0,1
443,2021-06-01,CC,CD,NC,NC,1,1,0.0,,,,,,54
444,2021-06-01,TW,CD,NC,NC,1,1,30.0,,,,,,6
445,2021-06-01,CD,CL,CL,NC,2,2,6.0,21.0,,15.0,,,3
446,2021-06-01,CD,TW,NC,NC,1,1,10.0,,,,,,18
447,2021-06-01,CD,CD,CD,CD,4,3+,11.0,16.0,26.0,5.0,15.0,10.0,1
448,2021-06-01,CL,CL,CL,NC,2,2,5.0,20.0,,15.0,,,1
449,2021-06-01,CL,CD,CD,NC,2,2,3.0,32.0,,29.0,,,1
450,2021-06-01,CD,TW,NC,NC,1,1,18.0,,,,,,15
451,2021-06-01,CD,CD,CC,NC,2,2,16.0,24.0,,8.0,,,1
452,2021-06-01,CD,CL,CL,CD,6,3+,5.0,13.0,19.0,8.0,14.0,6.0,1
453,2021-06-01,CD,CD,CD,CD,3,3,12.0,18.0,40.0,6.0,28.0,22.0,1
454,2021-06-01,CD,CD,CD,NC,2,2,4.0,4.0,,0.0,,,5
455,2021-06-01,CD,CL,CL,CL,5,3+,7.0,12.0,16.0,5.0,9.0,4.0,2
456,2021-06-01,CD,CD,CD,TW,3,3,10.0,13.0,29.0,3.0,19.0,16.0,1
457,2021-06-01,CD,CD,CL,HPL,3,3,7.0,24.0,35.0,17.0,28.0,11.0,1
458,2021-06-01,CD,CD,CD,NC,2,2,10.0,10.0,,0.0,,,3
459,2021-06-01,CC,CL,NC,NC,1,1,9.0,,,,,,2
460,2021-06-01,CD,CD,CD,CD,3,3,19.0,19.0,32.0,0.0,13.0,13.0,1
461,2021-06-01,CD,CD,CD,NC,2,2,23.0,38.0,,15.0,,,7
462,2021-06-01,CD,CD,CL,NC,2,2,6.0,25.0,,19.0,,,3
463,2021-06-01,CD,CD,CD,CD,3,3,4.0,12.0,33.0,8.0,29.0,21.0,1
464,2021-06-01,CD,CD,CD,NC,2,2,35.0,39.0,,4.0,,,9
465,2021-06-01,CD,CD,CC,CL,3,3,6.0,6.0,14.0,0.0,8.0,8.0,2
466,2021-06-01,CL,CC,CL,NC,2,2,12.0,14.0,,2.0,,,1
467,2021-06-01,CD,CD,CL,CD,5,3+,21.0,25.0,31.0,4.0,10.0,6.0,1
468,2021-06-01,CD,CD,CD,CD,3,3,28.0,30.0,35.0,2.0,7.0,5.0,1
469,2021-06-01,CD,CD,CL,NC,2,2,26.0,30.0,,4.0,,,1
470,2021-06-01,CD,CD,CD,CD,3,3,9.0,25.0,31.0,16.0,22.0,6.0,1
471,2021-06-01,CD,CC,NC,NC,1,1,10.0,,,,,,15
472,2021-06-01,CD,CD,CD,CD,4,3+,7.0,8.0,23.0,1.0,16.0,15.0,1
473,2021-06-01,CD,CD,CD,NC,2,2,19.0,22.0,,3.0,,,4
474,2021-06-01,CD,CD,CD,CD,4,3+,3.0,15.0,23.0,12.0,20.0,8.0,1
475,2021-06-01,CL,CC,CL,CD,3,3,11.0,28.0,32.0,17.0,21.0,4.0,1
476,2021-06-01,CL,CL,CC,NC,2,2,9.0,18.0,,9.0,,,1
477,2021-06-01,CD,TW,CC,NC,2,2,16.0,16.0,,0.0,,,3
478,2021-06-01,CD,CD,CC,NC,2,2,12.0,34.0,,22.0,,,1
479,2021-06-01,CD,CD,CD,NC,2,2,5.0,22.0,,17.0,,,10
480,2021-06-01,CD,CD,CL,NC,2,2,4.0,14.0,,10.0,,,2
481,2021-06-01,CD,CD,CD,CD,3,3,17.0,26.0,35.0,9.0,18.0,9.0,1
482,2021-06-01,CD,CD,CD,CD,3,3,3.0,12.0,20.0,9.0,17.0,8.0,1
483,2021-06-01,TW,CD,CD,NC,2,2,4.0,9.0,,5.0,,,1
484,2021-06-01,CD,CD,CD,CD,4,3+,12.0,19.0,31.0,7.0,19.0,12.0,1
485,2021-06-01,CD,CD,HPL,NC,2,2,33.0,37.0,,4.0,,,1
486,2021-06-01,CD,CD,CD,HPL,4,3+,11.0,20.0,32.0,9.0,21.0,12.0,1
487,2021-06-01,CD,CL,CL,CL,3,3,16.0,21.0,37.0,5.0,21.0,16.0,1
488,2021-06-01,CD,CL,CD,CD,4,3+,17.0,25.0,30.0,8.0,13.0,5.0,1
489,2021-06-01,CD,CD,CD,CL,3,3,8.0,13.0,18.0,5.0,10.0,5.0,1
490,2021-06-01,CD,CD,CL,CL,7,3+,5.0,7.0,18.0,2.0,13.0,11.0,1
491,2021-06-01,CD,CL,CL,NC,2,2,15.0,32.0,,17.0,,,1
492,2021-06-01,CD,CL,CD,CL,3,3,11.0,23.0,34.0,12.0,23.0,11.0,1
493,2021-06-01,CD,HPL,CL,NC,2,2,35.0,37.0,,2.0,,,1
494,2021-06-01,CD,CD,CC,CL,4,3+,24.0,24.0,35.0,0.0,11.0,11.0,1
495,2021-06-01,CD,CD,CD,CD,3,3,16.0,19.0,26.0,3.0,10.0,7.0,1
496,2021-06-01,CL,CL,NC,NC,1,1,19.0,,,,,,10
497,2021-06-01,CD,CD,CD,NC,2,2,19.0,28.0,,9.0,,,10
498,2021-06-01,CD,CL,CD,NC,2,2,5.0,8.0,,3.0,,,1
499,2021-06-01,CD,CD,CD,NC,2,2,28.0,34.0,,6.0,,,13
500,2021-06-01,CD,CD,CL,CL,4,3+,3.0,14.0,26.0,11.0,23.0,12.0,1
501,2021-06-01,CD,CD,CL,NC,2,2,13.0,18.0,,5.0,,,5
502,2021-06-01,CD,CD,CD,NC,2,2,18.0,25.0,,7.0,,,7
503,2021-06-01,CD,CD,CD,CC,3,3,12.0,26.0,40.0,14.0,28.0,14.0,1
504,2021-06-01,CL,CD,CL,NC,2,2,7.0,16.0,,9.0,,,2
505,2021-06-01,CD,CD,CD,NC,2,2,13.0,27.0,,14.0,,,11
506,2021-06-01,CD,HPL,NC,NC,1,1,17.0,,,,,,2
507,2021-06-01,CD,CD,CL,CL,3,3,17.0,27.0,34.0,10.0,17.0,7.0,1
508,2021-06-01,CD,CD,CD,NC,2,2,7.0,40.0,,33.0,,,5
509,2021-06-01,CD,CL,CD,CC,3,3,6.0,11.0,11.0,5.0,5.0,0.0,1
510,2021-06-01,CD,CD,CD,CD,4,3+,7.0,14.0,19.0,7.0,12.0,5.0,2
511,2021-06-01,CD,CL,CD,CL,4,3+,4.0,9.0,19.0,5.0,15.0,10.0,1
512,2021-06-01,CD,CD,CD,CD,3,3,12.0,26.0,28.0,14.0,16.0,2.0,1
513,2021-06-01,CD,CD,CL,CD,3,3,13.0,14.0,35.0,1.0,22.0,21.0,1
514,2021-06-01,CD,CD,CD,CD,4,3+,10.0,14.0,21.0,4.0,11.0,7.0,3
515,2021-06-01,CD,CL,CD,NC,2,2,7.0,19.0,,12.0,,,1
516,2021-06-01,CD,CD,CD,CD,4,3+,19.0,26.0,31.0,7.0,12.0,5.0,1
517,2021-06-01,CD,CD,CD,CD,3,3,21.0,32.0,37.0,11.0,16.0,5.0,1
518,2021-06-01,CD,CD,TW,NC,2,2,10.0,23.0,,13.0,,,1
519,2021-06-01,CD,CL,CL,CL,3,3,8.0,12.0,37.0,4.0,29.0,25.0,1
520,2021-06-01,CD,CD,CD,CD,3,3,7.0,20.0,34.0,13.0,27.0,14.0,2
521,2021-06-01,CD,TW,CC,CL,5,3+,16.0,16.0,25.0,0.0,9.0,9.0,1
522,2021-06-01,TW,CL,CL,NC,2,2,19.0,31.0,,12.0,,,1
523,2021-06-01,CD,CD,CD,NC,2,2,22.0,26.0,,4.0,,,5
524,2021-06-01,CD,CD,CD,CD,3,3,9.0,11.0,25.0,2.0,16.0,14.0,1
525,2021-06-01,CD,CD,CD,CD,3,3,19.0,26.0,33.0,7.0,14.0,7.0,1
526,2021-06-01,CD,CD,CD,CD,4,3+,3.0,10.0,37.0,7.0,34.0,27.0,1
527,2021-06-01,CD,CD,CD,CL,3,3,8.0,14.0,20.0,6.0,12.0,6.0,1
528,2021-06-01,CD,CD,CD,NC,2,2,14.0,34.0,,20.0,,,10
529,2021-06-01,CD,CD,CL,CL,4,3+,5.0,16.0,36.0,11.0,31.0,20.0,1
530,2021-06-01,CD,CL,CC,CD,3,3,15.0,28.0,28.0,13.0,13.0,0.0,1
531,2021-06-01,CD,CD,CL,NC,2,2,26.0,35.0,,9.0,,,1
532,2021-06-01,CD,HPL,NC,NC,1,1,27.0,,,,,,6
533,2021-06-01,CD,CL,CL,CL,3,3,14.0,27.0,36.0,13.0,22.0,9.0,1
534,2021-06-01,CD,CD,CD,NC,2,2,1.0,13.0,,12.0,,,2
535,2021-06-01,CD,CD,CL,NC,2,2,8.0,18.0,,10.0,,,1
536,2021-06-01,CD,CD,CC,CD,3,3,5.0,6.0,7.0,1.0,2.0,1.0,1
537,2021-06-01,CD,CD,CD,CD,3,3,10.0,14.0,24.0,4.0,14.0,10.0,1
538,2021-06-01,CD,CD,CC,CD,5,3+,6.0,6.0,21.0,0.0,15.0,15.0,1
539,2021-06-01,CD,CC,CL,NC,2,2,12.0,12.0,,0.0,,,1
540,2021-06-01,CD,TW,CD,CD,4,3+,12.0,29.0,32.0,17.0,20.0,3.0,1
541,2021-06-01,CD,CD,CD,CD,8,3+,15.0,19.0,20.0,4.0,5.0,1.0,1
542,2021-06-01,CD,CL,CD,CL,3,3,19.0,35.0,37.0,16.0,18.0,2.0,1
543,2021-06-01,CD,CD,CC,NC,2,2,1.0,15.0,,14.0,,,1
544,2021-06-01,CD,CD,CL,CD,3,3,6.0,18.0,23.0,12.0,17.0,5.0,1
545,2021-06-01,CL,CD,NC,NC,1,1,5.0,,,,,,3
546,2021-06-01,CD,CD,CD,CD,5,3+,15.0,20.0,23.0,5.0,8.0,3.0,1
547,2021-06-01,CD,CD,CD,CL,5,3+,4.0,15.0,15.0,11.0,11.0,0.0,1
548,2021-06-01,CD,CD,CL,NC,2,2,4.0,11.0,,7.0,,,2
549,2021-06-01,CD,CD,CD,CD,3,3,11.0,22.0,27.0,11.0,16.0,5.0,1
550,2021-06-01,CD,CD,CL,NC,2,2,19.0,36.0,,17.0,,,1
551,2021-06-01,CC,CD,CL,CC,6,3+,5.0,11.0,19.0,6.0,14.0,8.0,1
552,2021-06-01,CD,CD,TW,CD,3,3,7.0,15.0,18.0,8.0,11.0,3.0,1
553,2021-06-01,CD,CL,CD,NC,2,2,14.0,16.0,,2.0,,,1
554,2021-06-01,CD,CD,CD,CD,6,3+,6.0,9.0,11.0,3.0,5.0,2.0,2
555,2021-06-01,CD,CD,CL,CL,3,3,8.0,22.0,39.0,14.0,31.0,17.0,1
556,2021-06-01,CD,CD,CD,CD,4,3+,4.0,11.0,14.0,7.0,10.0,3.0,1
557,2021-06-01,CD,CD,CD,CC,4,3+,5.0,14.0,26.0,9.0,21.0,12.0,1
558,2021-06-01,CD,CD,CD,CD,5,3+,5.0,16.0,33.0,11.0,28.0,17.0,1
559,2021-06-01,CD,CD,CD,CD,5,3+,5.0,10.0,19.0,5.0,14.0,9.0,1
560,2021-06-01,CD,CD,CD,CD,3,3,11.0,13.0,16.0,2.0,5.0,3.0,1
561,2021-06-01,CD,CD,CD,NC,2,2,23.0,31.0,,8.0,,,15
562,2021-06-01,CD,CL,CD,NC,2,2,5.0,9.0,,4.0,,,2
563,2021-06-01,CD,CD,CD,CD,4,3+,17.0,25.0,31.0,8.0,14.0,6.0,1
564,2021-06-01,CD,CD,CL,HPL,3,3,29.0,36.0,38.0,7.0,9.0,2.0,1
565,2021-06-01,CD,CD,CC,CD,3,3,15.0,15.0,19.0,0.0,4.0,4.0,1
566,2021-06-01,CD,CD,CD,CL,6,3+,9.0,12.0,19.0,3.0,10.0,7.0,1
567,2021-06-01,CD,CD,CD,NC,2,2,12.0,30.0,,18.0,,,13
568,2021-06-01,TW,CD,CC,CD,4,3+,18.0,18.0,27.0,0.0,9.0,9.0,1
569,2021-06-01,CD,CD,CD,NC,2,2,11.0,35.0,,24.0,,,12
570,2021-06-01,CD,CL,CL,CL,4,3+,15.0,24.0,31.0,9.0,16.0,7.0,1
571,2021-06-01,CC,CD,NC,NC,1,1,32.0,,,,,,2
572,2021-06-01,TW,CD,NC,NC,1,1,2.0,,,,,,4
573,2021-06-01,CD,CD,CD,NC,2,2,3.0,3.0,,0.0,,,2
574,2021-06-01,TW,CD,CD,NC,2,2,19.0,25.0,,6.0,,,1
575,2021-06-01,CD,CD,CC,CD,3,3,35.0,35.0,40.0,0.0,5.0,5.0,1
576,2021-06-01,CD,CD,CD,CD,3,3,4.0,27.0,37.0,23.0,33.0,10.0,1
577,2021-06-01,CD,HPL,NC,NC,1,1,25.0,,,,,,5
578,2021-06-01,CD,CD,CD,CD,4,3+,5.0,9.0,16.0,4.0,11.0,7.0,1
579,2021-06-01,CL,CL,CC,CL,3,3,27.0,27.0,27.0,0.0,0.0,0.0,1
580,2021-06-01,CD,CD,CD,CD,3,3,7.0,11.0,38.0,4.0,31.0,27.0,1
581,2021-06-01,CD,CD,CD,CD,3,3,19.0,30.0,37.0,11.0,18.0,7.0,1
582,2021-06-01,TW,CC,CL,CC,5,3+,5.0,9.0,16.0,4.0,11.0,7.0,1
583,2021-06-01,CD,CD,CD,NC,2,2,8.0,32.0,,24.0,,,9
584,2021-06-01,CD,TW,CL,NC,2,2,17.0,17.0,,0.0,,,1
585,2021-06-01,CD,CD,CD,CD,4,3+,11.0,16.0,24.0,5.0,13.0,8.0,2
586,2021-06-01,CD,CD,CD,CD,4,3+,2.0,7.0,10.0,5.0,8.0,3.0,1
587,2021-06-01,CD,CD,CD,CC,5,3+,6.0,16.0,16.0,10.0,10.0,0.0,2
588,2021-06-01,CD,CD,CD,CD,3,3,3.0,19.0,30.0,16.0,27.0,11.0,1
589,2021-07-01,TW,CD,CL,CL,3,3,5.0,7.0,10.0,2.0,5.0,3.0,1
590,2021-07-01,CD,CL,CL,CL,3,3,8.0,30.0,36.0,22.0,28.0,6.0,1
591,2021-07-01,CD,CD,CD,NC,2,2,13.0,35.0,,22.0,,,5
592,2021-07-01,CD,TW,CD,CD,3,3,10.0,24.0,29.0,14.0,19.0,5.0,1
593,2021-07-01,CD,CD,CD,CD,3,3,9.0,12.0,12.0,3.0,3.0,0.0,1
594,2021-07-01,CD,CD,CD,NC,2,2,18.0,23.0,,5.0,,,5
595,2021-07-01,CD,CD,CD,CD,5,3+,4.0,5.0,9.0,1.0,5.0,4.0,1
596,2021-07-01,CD,CD,CD,CD,5,3+,2.0,16.0,27.0,14.0,25.0,11.0,1
597,2021-07-01,CD,CC,CD,NC,2,2,0.0,6.0,,6.0,,,3
